Country,Policy,Year,Biomass,Catch,Profits,MSY
Country H,Opt,2040,36508644.57603033,4363152.653661117,4292376203.216172,4731059.551332199
Country H,Opt,2041,36632870.31083434,4326344.445475327,4241634103.6071563,4731059.551332199
Country H,Opt,2042,36800268.0806109,4382731.359242199,4294612877.903038,4731059.551332199
Country H,Opt,2043,36902348.082873605,4352528.018246045,4252779097.1989827,4731059.551332199
Country H,Opt,2044,37039645.68589891,4399379.849945165,4296614437.482309,4731059.551332199
Country H,Opt,2045,37122580.29950198,4375705.718751342,4262285645.780636,4731059.551332199
Country H,Opt,2046,37233399.09181626,4415319.648503808,4298689555.604907,4731059.551332199
Country H,Opt,2047,37298478.0918903,4395540.717572972,4270297405.0329614,4731059.551332199
Country H,Opt,2048,37386706.9045755,4428057.150789067,4300346812.526788,4731059.551332199
Country H,Opt,2049,37437228.67539804,4411486.652440202,4276836257.9371166,4731059.551332199
Country H,Opt,2050,37507125.80212592,4438130.160373248,4301603966.836093,4731059.551332199
Country C,Business As Usual,2013,31911730.60091109,4896474.318812403,7889948966.291047,1657572.3304433667
Country C,Business As Usual,2014,28286135.822712045,2720575.19366859,4300849826.65031,1657572.3304433667
Country C,Business As Usual,2015,27011476.228666365,2310069.1659724163,3290177723.6362395,1657572.3304433667
Country C,Business As Usual,2016,26200106.775833994,2085598.4760355707,2756939561.5960636,1657572.3304433667
Country C,Business As Usual,2017,25638872.172611337,1949333.2954748191,2479425135.8618927,1657572.3304433667
Country C,Business As Usual,2018,25230218.498029243,1866746.348037449,2284730403.5601883,1657572.3304433667
Country C,Business As Usual,2019,24904878.39443181,1811665.019034574,2181718056.404809,1657572.3304433667
Country C,Business As Usual,2020,24657527.331864953,1767853.8818589677,2098272678.3038197,1657572.3304433667
Country C,Business As Usual,2021,24448248.732295316,1733709.50415744,2060085663.329257,1657572.3304433667
Country C,Business As Usual,2022,24263923.198858287,1705895.7929679786,2012608663.7845998,1657572.3304433667
Country C,Business As Usual,2023,24109574.44167941,1682485.0056562233,1988502333.1940446,1657572.3304433667
Country C,Business As Usual,2024,23980164.113849428,1661375.421054701,1963410694.1577327,1657572.3304433667
Country C,Business As Usual,2025,23852319.577747215,1642569.199359381,1961445334.5526931,1657572.3304433667
Country C,Business As Usual,2026,23743210.368001286,1628579.9752409281,1952223296.4046023,1657572.3304433667
Country C,Business As Usual,2027,23650540.509074062,1614148.3017056321,1960614119.5397897,1657572.3304433667
Country C,Business As Usual,2028,23585604.919547364,1603038.5562871955,1956683535.6069496,1657572.3304433667
Country C,Business As Usual,2029,23521386.17226066,1591823.76304674,1964132178.1147888,1657572.3304433667
Country C,Business As Usual,2030,23454290.798871983,1583006.0733893274,1965285039.200131,1657572.3304433667
Country C,Business As Usual,2031,23395734.63143142,1575016.9461787827,1975159658.6826892,1657572.3304433667
Country C,Business As Usual,2032,23356780.662466567,1569116.9220835073,1975703464.5169928,1657572.3304433667
Country C,Business As Usual,2033,23310506.34125459,1563826.292643548,1988348001.6275814,1657572.3304433667
Country C,Business As Usual,2034,23274966.649169475,1558838.3757192823,1990294519.8567247,1657572.3304433667
Country C,Business As Usual,2035,23243555.779867597,1552949.4087257232,1998996689.9905078,1657572.3304433667
Country C,Business As Usual,2036,23216612.736301333,1548634.3645036763,1998272131.05246,1657572.3304433667
Country C,Business As Usual,2037,23194603.804850396,1545201.984097621,2004047718.7213326,1657572.3304433667
Country C,Business As Usual,2038,23194253.664958064,1541685.7232935526,2005455702.0378225,1657572.3304433667
Country C,Business As Usual,2039,23178266.670773163,1538102.2942040751,2007472760.9701939,1657572.3304433667
Country C,Business As Usual,2040,23154278.987827267,1534765.6892035846,2005149762.1301231,1657572.3304433667
Country C,Business As Usual,2041,23150977.00604016,1531904.7905896,2005722264.9768174,1657572.3304433667
Country C,Business As Usual,2042,23146521.529792152,1529314.8374641344,2001601448.5343802,1657572.3304433667
Country C,Business As Usual,2043,23150009.173148658,1527065.780711315,1997818531.8110936,1657572.3304433667
Country C,Business As Usual,2044,23150726.937941693,1524621.1896140722,1988243068.7038765,1657572.3304433667
Country C,Business As Usual,2045,23153329.673957873,1522860.3992101266,1983660442.4544291,1657572.3304433667
Country C,Business As Usual,2046,23153761.413191076,1520660.9570590428,1978721947.8955817,1657572.3304433667
Country C,Business As Usual,2047,23169772.461185027,1518576.6457390708,1974934715.935876,1657572.3304433667
Country C,Business As Usual,2048,23178984.76000365,1517434.6180816656,1970192830.8861587,1657572.3304433667
Country C,Business As Usual,2049,23177346.1564035,1516316.8905462495,1965713002.1689348,1657572.3304433667
Country C,Business As Usual,2050,23188974.585380748,1515093.0225180162,1962996036.0551565,1657572.3304433667
Country C,Fmsy,2013,31911730.60091109,2446676.9923623432,2632088461.5656686,1657572.3304433667
Country C,Fmsy,2014,30698927.327195566,2360297.900111977,2881353853.5306377,1657572.3304433667
Country C,Fmsy,2015,29664270.760391142,2298813.5481162244,2858065694.004513,1657572.3304433667
Country C,Fmsy,2016,28752231.777532283,2237635.1283531957,2787804125.147134,1657572.3304433667
Country C,Fmsy,2017,27924615.761052713,2178399.8573420295,2701731005.773586,1657572.3304433667
Country C,Fmsy,2018,27208754.441528633,2127911.6011187667,2626393390.1384254,1657572.3304433667
Country C,Fmsy,2019,26583683.19550952,2082499.1576446875,2551026495.214643,1657572.3304433667
Country C,Fmsy,2020,26009026.189753238,2041898.4525269174,2480034483.1727047,1657572.3304433667
Country C,Fmsy,2021,25499244.858959917,2005537.7718177836,2410771253.482375,1657572.3304433667
Country C,Fmsy,2022,25032560.783799175,1972572.5774738144,2335017202.641486,1657572.3304433667
Country C,Fmsy,2023,24647593.203374714,1944340.4775938832,2250926284.541866,1657572.3304433667
Country C,Fmsy,2024,24289060.42534581,1918496.0796765797,2181731132.247019,1657572.3304433667
Country C,Fmsy,2025,23976029.137779348,1895566.1153794145,2139979924.3638432,1657572.3304433667
Country C,Fmsy,2026,23690219.22803106,1874739.8621534556,2096345309.2102828,1657572.3304433667
Country C,Fmsy,2027,23420384.355304785,1855414.3703046408,2057957044.5451047,1657572.3304433667
Country C,Fmsy,2028,23177100.977032796,1837945.5372305352,2020392780.7886658,1657572.3304433667
Country C,Fmsy,2029,22951796.79284667,1821889.9702667,1986661385.4086394,1657572.3304433667
Country C,Fmsy,2030,22749383.55093795,1807382.5403168048,1954392968.610819,1657572.3304433667
Country C,Fmsy,2031,22569477.710749194,1794340.4950334732,1926319312.5579488,1657572.3304433667
Country C,Fmsy,2032,22399909.790161956,1782214.8375698572,1898766318.876156,1657572.3304433667
Country C,Fmsy,2033,22248380.087884914,1771269.1361539175,1873945155.9629848,1657572.3304433667
Country C,Fmsy,2034,22110360.797195535,1761276.501621768,1850495546.7386823,1657572.3304433667
Country C,Fmsy,2035,21992322.340049982,1752461.6997293306,1829748994.7368174,1657572.3304433667
Country C,Fmsy,2036,21875248.126716197,1744016.3162599239,1809281476.403244,1657572.3304433667
Country C,Fmsy,2037,21778492.859034408,1736698.208920038,1791510715.107732,1657572.3304433667
Country C,Fmsy,2038,21678923.648180455,1729538.0716806524,1773656806.7064028,1657572.3304433667
Country C,Fmsy,2039,21585095.607945018,1722859.9746547062,1756836975.4394746,1657572.3304433667
Country C,Fmsy,2040,21503289.610375077,1716897.8838878118,1741929810.3048036,1657572.3304433667
Country C,Fmsy,2041,21430769.619492576,1711520.6276100944,1728090610.8798413,1657572.3304433667
Country C,Fmsy,2042,21364601.204508133,1706590.9843699085,1715101531.5996768,1657572.3304433667
Country C,Fmsy,2043,21304238.580227226,1702070.674363096,1703127336.61874,1657572.3304433667
Country C,Fmsy,2044,21249182.114461694,1697924.8274014094,1691973066.2641053,1657572.3304433667
Country C,Fmsy,2045,21198982.125605606,1694121.9552464732,1681620606.9159057,1657572.3304433667
Country C,Fmsy,2046,21153229.7691936,1690633.4496958551,1671916996.9134893,1657572.3304433667
Country C,Fmsy,2047,21111551.671538163,1687433.2298886136,1662829606.401689,1657572.3304433667
Country C,Fmsy,2048,21073608.241461236,1684497.5643435498,1654236887.930374,1657572.3304433667
Country C,Fmsy,2049,21038928.56279557,1681798.2464247337,1646600733.1896157,1657572.3304433667
Country C,Fmsy,2050,21005460.32501679,1679243.446066197,1639033772.1441858,1657572.3304433667
Country C,Opt,2013,31911730.60091109,4810050.436791305,8270840721.571306,1657572.3304433667
Country C,Opt,2014,28368058.0031843,2618290.000307143,3923054793.619896,1657572.3304433667
Country C,Opt,2015,27219113.092397787,2182158.0384670612,3093950257.2605634,1657572.3304433667
Country C,Opt,2016,26556544.493353542,1943515.6749071777,2682884371.951183,1657572.3304433667
Country C,Opt,2017,26133306.595377967,1801923.528708063,2451650505.9506845,1657572.3304433667
Country C,Opt,2018,25863170.360416807,1715893.59500977,2314696236.6618404,1657572.3304433667
Country C,Opt,2019,25774742.64784114,1660630.9952391575,2232544724.637755,1657572.3304433667
Country C,Opt,2020,25709344.252494656,1622292.1655727911,2178477068.6830316,1657572.3304433667
Country C,Opt,2021,25646382.37842863,1596189.7658876053,2142026586.8229754,1657572.3304433667
Country C,Opt,2022,25642718.223651234,1577719.3495856214,2116583811.2796402,1657572.3304433667
Country C,Opt,2023,25672776.425973512,1565564.23630419,2103742172.1091933,1657572.3304433667
Country C,Opt,2024,25679580.86494697,1555881.7559885888,2091519114.2491474,1657572.3304433667
Country C,Opt,2025,25741728.73409537,1551456.3259692846,2090154892.4459898,1657572.3304433667
Country C,Opt,2026,25836634.10836452,1549232.8313112708,2091989023.6841722,1657572.3304433667
Country C,Opt,2027,25893389.439210873,1547781.0182670532,2094062977.7225611,1657572.3304433667
Country C,Opt,2028,25938775.643478505,1546906.962538061,2095704264.148044,1657572.3304433667
Country C,Opt,2029,25979419.96554981,1546811.8833638167,2098384934.2893543,1657572.3304433667
Country C,Opt,2030,26018837.36907902,1547133.2074585028,2101148671.2727354,1657572.3304433667
Country C,Opt,2031,26072820.35353618,1548309.4696499438,2105691984.419439,1657572.3304433667
Country C,Opt,2032,26139246.71898256,1550023.5876760741,2111184635.461123,1657572.3304433667
Country C,Opt,2033,26182878.112917747,1551463.0475225574,2115454248.5292656,1657572.3304433667
Country C,Opt,2034,26253201.509374075,1553814.6068440434,2122149509.762512,1657572.3304433667
Country C,Opt,2035,26316898.71326902,1556048.631580274,2128171327.1613772,1657572.3304433667
Country C,Opt,2036,26371730.96590873,1558103.334614935,2133473256.4337897,1657572.3304433667
Country C,Opt,2037,26428301.02549674,1560234.2583649093,2138889482.1568067,1657572.3304433667
Country C,Opt,2038,26483582.190170005,1562325.4347932842,2144148974.0364873,1657572.3304433667
Country C,Opt,2039,26534148.687963452,1564260.3390098691,2148970772.4217625,1657572.3304433667
Country C,Opt,2040,26591354.2175927,1566399.830445741,2154354940.7218266,1657572.3304433667
Country C,Opt,2041,26629609.72498218,1567941.0493741396,2158111294.2508955,1657572.3304433667
Country C,Opt,2042,26662967.78196312,1569333.3091090543,2161424929.0450025,1657572.3304433667
Country C,Opt,2043,26693540.423798483,1570639.1369177585,2164471243.728714,1657572.3304433667
Country C,Opt,2044,26720858.62522902,1571786.7516362462,2167129799.0437636,1657572.3304433667
Country C,Opt,2045,26740319.52072474,1572648.0846841289,2169053631.7556357,1657572.3304433667
Country C,Opt,2046,26758421.82417993,1573482.1982588829,2170909473.3683076,1657572.3304433667
Country C,Opt,2047,26777208.42244475,1574345.868327679,2172858522.7598424,1657572.3304433667
Country C,Opt,2048,26798232.241326768,1575226.6590586258,2174919818.229755,1657572.3304433667
Country C,Opt,2049,26808339.058649752,1575738.796880162,2176003863.323507,1657572.3304433667
Country C,Opt,2050,26814119.788656775,1576061.446124987,2176615652.4827633,1657572.3304433667
Country G,Business As Usual,2013,66167827.99551815,8941744.63785586,10976646787.796846,7606759.064964098
Country G,Business As Usual,2014,63496454.21428399,6554529.046473509,6653177513.423899,7606759.064964098
Country G,Business As Usual,2015,63607228.830346026,6506204.138049588,6671402015.769457,7606759.064964098
Country G,Business As Usual,2016,63807209.88430466,6770656.906639011,6875229509.037413,7606759.064964098
Country G,Business As Usual,2017,63743672.47286175,6786241.673664236,6813120409.562989,7606759.064964098
Country G,Business As Usual,2018,63682341.98273338,6830431.229582027,6718305331.753004,7606759.064964098
Country G,Business As Usual,2019,63576665.283253364,6834039.928476596,6687156235.840329,7606759.064964098
Country G,Business As Usual,2020,63476121.58044599,6835954.618066268,6641235694.32532,7606759.064964098
Country G,Business As Usual,2021,63369444.772205174,6818461.907746171,6667279467.842921,7606759.064964098
Country G,Business As Usual,2022,63271334.12645483,6798225.804095985,6643820421.163511,7606759.064964098
Country G,Business As Usual,2023,63182868.06236583,6771066.700222543,6660681465.14661,7606759.064964098
Country G,Business As Usual,2024,63111937.33833473,6745405.261291943,6660878127.705468,7606759.064964098
Country G,Business As Usual,2025,63052234.4353844,6719072.933565333,6727143938.116592,7606759.064964098
Country G,Business As Usual,2026,63007862.1700895,6695942.7402846785,6751046296.006251,7606759.064964098
Country G,Business As Usual,2027,62978912.79360144,6673678.194769895,6814642176.628412,7606759.064964098
Country G,Business As Usual,2028,62966750.775103115,6654840.58682561,6833442089.585175,7606759.064964098
Country G,Business As Usual,2029,62960322.854222886,6637395.845660254,6881010149.859686,7606759.064964098
Country G,Business As Usual,2030,62960161.12013582,6622526.976097979,6896679394.218736,7606759.064964098
Country G,Business As Usual,2031,62968532.97868933,6609937.235309701,6939104981.105686,7606759.064964098
Country G,Business As Usual,2032,62987321.233226754,6599601.396259642,6954951915.579022,7606759.064964098
Country G,Business As Usual,2033,63009061.01870911,6588581.655950841,7007304111.224854,7606759.064964098
Country G,Business As Usual,2034,63037305.97950053,6578479.811402483,7037477164.316181,7606759.064964098
Country G,Business As Usual,2035,63068544.37977222,6570069.695348736,7091087251.757005,7606759.064964098
Country G,Business As Usual,2036,63100838.9826883,6563797.600312375,7122748289.952186,7606759.064964098
Country G,Business As Usual,2037,63135955.16354187,6559223.1829186985,7171960351.455195,7606759.064964098
Country G,Business As Usual,2038,63175408.52154882,6555860.789668346,7213709710.327982,7606759.064964098
Country G,Business As Usual,2039,63213579.677827075,6553393.6247434225,7259820371.109021,7606759.064964098
Country G,Business As Usual,2040,63252630.573573336,6551716.622810305,7288700122.622992,7606759.064964098
Country G,Business As Usual,2041,63294367.337691665,6550732.308706768,7326675357.737618,7606759.064964098
Country G,Business As Usual,2042,63334706.54559726,6550251.205056748,7349315534.760127,7606759.064964098
Country G,Business As Usual,2043,63377133.58227339,6550136.241872711,7367968591.70036,7606759.064964098
Country G,Business As Usual,2044,63418677.293033555,6550286.189557753,7365073534.481986,7606759.064964098
Country G,Business As Usual,2045,63460622.093388595,6552153.2591662975,7365688269.718376,7606759.064964098
Country G,Business As Usual,2046,63502573.54059553,6552835.355089993,7362623512.61303,7606759.064964098
Country G,Business As Usual,2047,63546541.927265994,6553200.389609441,7361897390.250168,7606759.064964098
Country G,Business As Usual,2048,63589677.16539018,6553912.903293056,7351661605.131709,7606759.064964098
Country G,Business As Usual,2049,63632514.28562891,6554925.335738083,7337862555.087976,7606759.064964098
Country G,Business As Usual,2050,63676088.27745852,6556067.465412614,7329216434.724402,7606759.064964098
Country G,Fmsy,2013,66167827.99551815,10193936.578752425,8068705010.82182,7606759.064964098
Country G,Fmsy,2014,62229026.06293716,9100809.507944316,7776554360.77345,7606759.064964098
Country G,Fmsy,2015,60074766.50943369,8655776.479238193,7370662454.256227,7606759.064964098
Country G,Fmsy,2016,58600278.85114542,8384069.10966745,7115476368.614865,7606759.064964098
Country G,Fmsy,2017,57505175.58153468,8200537.916972687,6956486579.256618,7606759.064964098
Country G,Fmsy,2018,56664968.985804535,8072001.519869486,6849865773.043331,7606759.064964098
Country G,Fmsy,2019,56001926.010840476,7978733.7969745,6771534470.84443,7606759.064964098
Country G,Fmsy,2020,55458003.14118576,7908637.285242262,6709211201.770317,7606759.064964098
Country G,Fmsy,2021,55010246.22200681,7854662.467254374,6651715107.428195,7606759.064964098
Country G,Fmsy,2022,54632712.91328782,7812012.881972905,6571245166.793187,7606759.064964098
Country G,Fmsy,2023,54324611.52668147,7778194.795274647,6447078096.345997,7606759.064964098
Country G,Fmsy,2024,54059237.999148175,7750504.244892305,6359423499.538895,7606759.064964098
Country G,Fmsy,2025,53835772.44972299,7727793.234284576,6342528476.66134,7606759.064964098
Country G,Fmsy,2026,53643220.33096302,7708837.851809393,6311818980.863517,7606759.064964098
Country G,Fmsy,2027,53474016.262764655,7692770.707267377,6292106782.162896,7606759.064964098
Country G,Fmsy,2028,53328367.57607131,7679191.136034817,6266155969.835571,7606759.064964098
Country G,Fmsy,2029,53201039.98904564,7667579.174016846,6245776987.950927,7606759.064964098
Country G,Fmsy,2030,53091555.47521056,7657681.993277424,6221916516.534838,7606759.064964098
Country G,Fmsy,2031,52996460.00143251,7649155.851774992,6203356733.776498,7606759.064964098
Country G,Fmsy,2032,52912496.62417959,7641752.2534536105,6181982749.21801,7606759.064964098
Country G,Fmsy,2033,52840873.53485614,7635406.542121708,6162726042.84113,7606759.064964098
Country G,Fmsy,2034,52779161.50406026,7629927.731303817,6142565109.878273,7606759.064964098
Country G,Fmsy,2035,52728503.09355082,7625288.176775301,6124022066.444184,7606759.064964098
Country G,Fmsy,2036,52682154.0533928,7621152.169019011,6104887212.291417,7606759.064964098
Country G,Fmsy,2037,52645620.832906015,7617694.211183775,6087439998.719203,7606759.064964098
Country G,Fmsy,2038,52611065.80951254,7614553.641796788,6069494958.551223,7606759.064964098
Country G,Fmsy,2039,52580767.05295818,7611788.812839353,6052268354.281389,7606759.064964098
Country G,Fmsy,2040,52556275.75496327,7609434.080907432,6036886215.6456785,7606759.064964098
Country G,Fmsy,2041,52536464.355097346,7607419.165499699,6021424628.917065,7606759.064964098
Country G,Fmsy,2042,52520111.831796974,7605674.289691076,6006108709.908805,7606759.064964098
Country G,Fmsy,2043,52506807.87139101,7604165.570949212,5991732406.034625,7606759.064964098
Country G,Fmsy,2044,52496175.72198151,7602863.109342495,5977845905.087427,7606759.064964098
Country G,Fmsy,2045,52487916.61020297,7601742.3538245335,5964585968.030237,7606759.064964098
Country G,Fmsy,2046,52481759.095723726,7600781.686195205,5951608491.647581,7606759.064964098
Country G,Fmsy,2047,52477441.75204909,7599961.421865941,5938962953.930788,7606759.064964098
Country G,Fmsy,2048,52474760.47542119,7599265.500862934,5926381645.40355,7606759.064964098
Country G,Fmsy,2049,52473419.60324358,7598675.171695027,5915640979.428175,7606759.064964098
Country G,Fmsy,2050,52472736.55498873,7598156.897321284,5904353410.48527,7606759.064964098
Country G,Opt,2013,66167827.99551815,11974717.831042279,15113750987.65857,7606759.064964098
Country G,Opt,2014,60490053.549745314,6323994.9970995905,6530287834.119055,7606759.064964098
Country G,Opt,2015,61393828.19120446,6475261.087387323,6774701308.19148,7606759.064964098
Country G,Opt,2016,62175139.461530305,6839862.021523694,7219863274.129036,7606759.064964098
Country G,Opt,2017,62569398.72233984,6854916.697485336,7189415387.780867,7606759.064964098
Country G,Opt,2018,62953863.222837344,6890679.888599579,7223890160.082565,7606759.064964098
Country G,Opt,2019,63336840.07985294,6893035.522082814,7218120236.529992,7606759.064964098
Country G,Opt,2020,63727134.814772405,6910623.986916602,7238667894.641995,7606759.064964098
Country G,Opt,2021,64077427.38093006,6917705.201410651,7244250592.444349,7606759.064964098
Country G,Opt,2022,64436553.53407491,6933798.108869567,7270179871.826085,7606759.064964098
Country G,Opt,2023,64787378.69172872,6946139.625548947,7294328428.403265,7606759.064964098
Country G,Opt,2024,65117406.6484182,6964653.4394346075,7330514854.716322,7606759.064964098
Country G,Opt,2025,65442239.52602468,6982237.527858663,7368233250.690338,7606759.064964098
Country G,Opt,2026,65757286.14927343,7003105.7429620605,7411223543.451712,7606759.064964098
Country G,Opt,2027,66039450.454963066,7021756.01834847,7450781901.526703,7606759.064964098
Country G,Opt,2028,66298093.50517122,7041252.318459736,7490483869.592602,7606759.064964098
Country G,Opt,2029,66537821.278518565,7059556.479031227,7528060091.843962,7606759.064964098
Country G,Opt,2030,66755371.766107954,7077155.976959879,7562840227.573356,7606759.064964098
Country G,Opt,2031,66959194.18718063,7092656.304104302,7593940754.62616,7606759.064964098
Country G,Opt,2032,67150743.52507132,7108141.066325822,7624145243.430192,7606759.064964098
Country G,Opt,2033,67319068.52193014,7121616.400320169,7650353866.440346,7606759.064964098
Country G,Opt,2034,67481729.83901456,7134742.605686401,7675259294.021902,7606759.064964098
Country G,Opt,2035,67628931.56620106,7146082.406369911,7696931813.1631975,7606759.064964098
Country G,Opt,2036,67761726.12459767,7157150.436075316,7717621398.356502,7606759.064964098
Country G,Opt,2037,67883514.78805105,7166888.187661622,7736059432.319191,7606759.064964098
Country G,Opt,2038,67994386.33779983,7176070.968662722,7753041939.501929,7606759.064964098
Country G,Opt,2039,68094764.22006993,7184161.100389151,7768023043.534244,7606759.064964098
Country G,Opt,2040,68189111.06306976,7191831.881023114,7781874898.818313,7606759.064964098
Country G,Opt,2041,68269547.12955308,7198422.286534019,7793598663.6637945,7606759.064964098
Country G,Opt,2042,68341784.98134299,7204507.849462694,7803988787.714303,7606759.064964098
Country G,Opt,2043,68406816.23737459,7209764.988999203,7812838504.7653265,7606759.064964098
Country G,Opt,2044,68464976.03701402,7214561.123178412,7820644693.444812,7606759.064964098
Country G,Opt,2045,68515761.7170628,7218689.2883237405,7827124543.254186,7606759.064964098
Country G,Opt,2046,68562175.87041494,7222507.208135848,7832924436.951535,7606759.064964098
Country G,Opt,2047,68604500.256039,7225979.028360316,7837995259.346036,7606759.064964098
Country G,Opt,2048,68644194.85401095,7229236.310917582,7842616123.2057295,7606759.064964098
Country G,Opt,2049,68676829.78300126,7231962.617491375,7846290359.32369,7606759.064964098
Country G,Opt,2050,68705609.45751162,7234427.308275343,7849448908.401971,7606759.064964098
